consecutive,date,Area,Route,Marsh_River_Canal,UTM_Easting,UTM_Northing,Water Depth,SV length,Weight,Sex,lnWeight,lnSVL,SizeClass,month,Season,year,WY,stud_resid,Groups
2779,11/17/2009,WCA3B,WCA3B_Marsh,Marsh,548025,2856581,40.7,140.8,72,Male,4.276666119,4.947340444,Adult,11,Fall,2009,2010,1.237702049,Central
2780,11/17/2009,WCA3B,WCA3B_Marsh,Marsh,550100,2852116,56.8,97,14.5,Female,2.674148649,4.574710979,Adult,11,Fall,2009,2010,-2.213039048,Central
2781,11/17/2009,WCA3B,WCA3B_Marsh,Marsh,550174,2852681,48.3,97.5,21,Female,3.044522438,4.579852378,Adult,11,Fall,2009,2010,0.537706659,Central
2782,11/17/2009,WCA3B,WCA3B_Marsh,Marsh,548668,2852218,47.2,95.8,18.5,Female,2.917770732,4.562262685,Adult,11,Fall,2009,2010,-0.021574203,Central
2783,11/17/2009,WCA3B,WCA3B_Marsh,Marsh,548205,2850847,42.4,90,13.5,Male,2.602689685,4.49980967,Adult,11,Fall,2009,2010,-0.96042765,Central
2784,11/17/2009,WCA3B,WCA3B_Marsh,Marsh,549359,2850521,45.2,117.1,25,Male,3.218875825,4.763028271,Adult,11,Fall,2009,2010,-2.5280435,Central
2785,11/17/2009,WCA3B,WCA3B_Marsh,Marsh,549678,2852676,54.3,121.7,43,Male,3.761200116,4.801559,Adult,11,Fall,2009,2010,0.752751485,Central
2789,4/6/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,543204,2894815,43.6,116.8,33,Male,3.496507561,4.76046307,Adult,4,Spring,2010,2010,-0.310126739,Central
2790,4/6/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,543378,2894888,46.2,80.3,9.8,Female,2.282382386,4.385769621,Subadult,4,Spring,2010,2010,-0.696015204,Central
2791,4/6/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,541795,2895953,41.9,110,31,Female,3.433987204,4.700480366,Adult,4,Spring,2010,2010,0.651017011,Central
2792,4/6/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,540661,2896748,31.6,99.8,21.5,Male,3.068052935,4.603168183,Adult,4,Spring,2010,2010,0.158130044,Central
2793,4/6/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,540523,2897377,32.1,101.9,28,Female,3.33220451,4.62399194,Adult,4,Spring,2010,2010,1.70598221,Central
2794,4/7/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,542939,2895544,46.8,112.5,35,Female,3.555348061,4.722953222,Adult,4,Spring,2010,2010,1.050877236,Central
2795,4/7/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,542150,2895039,43.4,99.3,23,Female,3.135494216,4.598145571,Adult,4,Spring,2010,2010,0.802478514,Central
2796,4/8/2010,WCA2,WCA2A_Marsh,Marsh,557383,2903396,39.6,124.2,47,Male,3.850147602,4.821893169,Adult,4,Spring,2010,2010,0.952680959,Central
2797,4/8/2010,WCA2,WCA2A_Marsh,Marsh,557385,2903422,32.7,93,16.8,Female,2.821378886,4.532599493,Adult,4,Spring,2010,2010,-0.054238849,Central
2798,4/8/2010,WCA2,WCA2A_Marsh,Marsh,557103,2907273,30,84.1,12.8,Female,2.549445171,4.432006567,Subadult,4,Spring,2010,2010,0.261290516,Central
2799,4/8/2010,WCA2,WCA2A_Marsh,Marsh,558149,2905541,42,62.8,5,Female,1.609437912,4.139955073,Subadult,4,Spring,2010,2010,0.009704581,Central
2800,4/8/2010,WCA2,WCA2A_Marsh,Marsh,558494,2904432,33.8,87.2,14.6,Female,2.681021529,4.468204331,Adult,4,Spring,2010,2010,0.409378028,Central
2801,4/8/2010,WCA2,WCA2A_Marsh,Marsh,558590,2905526,28.5,135.5,56,Male,4.025351691,4.90897164,Adult,4,Spring,2010,2010,0.212375767,Central
2802,4/8/2010,WCA2,WCA2A_Marsh,Marsh,558663,2906683,34.6,99.5,22,Female,3.091042453,4.600157644,Adult,4,Spring,2010,2010,0.409065368,Central
2803,4/8/2010,WCA2,WCA2A_Marsh,Marsh,558914,2907036,42,87.8,14,Male,2.63905733,4.475061501,Adult,4,Spring,2010,2010,-0.081521692,Central
2804,4/8/2010,WCA2,WCA2A_Marsh,Marsh,558288,2903495,29.5,90.4,18,Female,2.890371758,4.504244267,Adult,4,Spring,2010,2010,1.16482365,Central
2805,4/8/2010,WCA2,WCA2A_Marsh,Marsh,558846,2903243,42.3,89.2,13.4,Male,2.595254707,4.49088104,Adult,4,Spring,2010,2010,-0.802806586,Central
2806,4/8/2010,WCA2,WCA2A_Marsh,Marsh,556510,2903516,44,111.2,33,Male,3.496507561,4.711330382,Adult,4,Spring,2010,2010,0.874529057,Central
2807,4/8/2010,WCA2,WCA2A_Marsh,Marsh,555947,2903826,32.6,99.8,20.5,Female,3.020424886,4.603168183,Adult,4,Spring,2010,2010,-0.211361312,Central
2808,4/8/2010,WCA2,WCA2A_Marsh,Marsh,556594,2905625,24,116.3,34.5,Male,3.540959324,4.75617306,Adult,4,Spring,2010,2010,0.138189846,Central
2809,4/8/2010,WCA2,WCA2A_Marsh,Marsh,556691,2904186,30.6,106.5,28,Female,3.33220451,4.668144985,Adult,4,Spring,2010,2010,0.640939411,Central
2810,4/8/2010,WCA2,WCA2A_Marsh,Marsh,556503,2903401,31.6,117.9,42.5,Male,3.749504076,4.769836808,Adult,4,Spring,2010,2010,1.427134067,Central
2811,4/8/2010,WCA2,WCA2A_Marsh,Marsh,556632,2902725,44.3,136.9,67,Male,4.204692619,4.919250732,Adult,4,Spring,2010,2010,1.356577083,Central
2822,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,529296,2851065,49.6,92.6,17,Male,2.833213344,4.528289142,Adult,4,Spring,2010,2010,0.141488802,Central
2823,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,529436,2852859,52.6,87.4,15,Female,2.708050201,4.470495283,Subadult,4,Spring,2010,2010,0.563852214,Central
2824,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,529307,2850868,56.7,125.4,38.5,Male,3.650658241,4.831508628,Adult,4,Spring,2010,2010,-0.827227323,Central
2825,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,529137,2853753,57.1,77,9.4,Female,2.240709689,4.343805422,Subadult,4,Spring,2010,2010,-0.007478844,Central
2826,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,529221,2852277,49.1,77.7,9.2,Female,2.219203484,4.352855257,Subadult,4,Spring,2010,2010,-0.392578863,Central
2827,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,528113,2851482,66.3,88.9,15.2,Female,2.721295428,4.487512143,Adult,4,Spring,2010,2010,0.256320043,Central
2828,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,529294,2851773,59.7,73.2,8.6,Male,2.151762203,4.293195421,Subadult,4,Spring,2010,2010,0.522778728,Central
2829,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,529797,2851984,45.1,72.8,9.2,Female,2.219203484,4.287715955,Subadult,4,Spring,2010,2010,1.178479844,Central
2830,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,522940,2853954,60.7,72.9,7.6,Female,2.028148247,4.289088639,Subadult,4,Spring,2010,2010,-0.337477474,Central
2831,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,523016,2853683,66,118.4,34,Male,3.526360525,4.774068722,Adult,4,Spring,2010,2010,-0.406560414,Central
2832,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,522930,2853560,48.5,84.3,11.6,Male,2.451005098,4.434381865,Subadult,4,Spring,2010,2010,-0.559750568,Central
2833,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,523895,2851252,50,98.5,24,Female,3.17805383,4.590056548,Adult,4,Spring,2010,2010,1.327892609,Central
2834,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,524177,2851795,62.8,85.5,14.5,Female,2.674148649,4.448516376,Subadult,4,Spring,2010,2010,0.830803074,Central
2835,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,524229,2851723,63.5,83.5,12.2,Female,2.501435952,4.424846632,Subadult,4,Spring,2010,2010,0.061437283,Central
2836,4/12/2010,WCA3AS,WCA3A-N41_Marsh,Marsh,524784,2852469,95,129.4,48,Male,3.871201011,4.862908382,Adult,4,Spring,2010,2010,0.126965541,Central
2837,4/13/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,551160,2894843,53.4,108.8,29,Female,3.36729583,4.689511334,Adult,4,Spring,2010,2010,0.398042163,Central
2838,4/13/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,550333,2894933,67.6,83,12.2,Female,2.501435952,4.418840608,Subadult,4,Spring,2010,2010,0.206248422,Central
2839,4/13/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,548478,2893464,64.4,108.5,28.5,Female,3.349904087,4.686750173,Adult,4,Spring,2010,2010,0.329680875,Central
2840,4/14/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,546249,2893964,64.2,104.9,26,Female,3.258096538,4.653007515,Adult,4,Spring,2010,2010,0.430930875,Central
2841,4/21/2010,LOX,Lox_Marsh,Marsh,573130,2931396,39,102.8,21.5,Female,3.068052935,4.632785353,Adult,4,Spring,2010,2010,-0.555911444,Northeast
2842,4/21/2010,LOX,Lox_Marsh,Marsh,573098,2931621,42,102.2,24,Female,3.17805383,4.626931678,Adult,4,Spring,2010,2010,0.438613168,Northeast
2843,4/21/2010,LOX,Lox_Marsh,Marsh,573022,2931765,50,108.9,29.5,Female,3.384390263,4.69043003,Adult,4,Spring,2010,2010,0.508521715,Northeast
2844,4/21/2010,LOX,Lox_Marsh,Marsh,572514,2932098,47,107.7,29.5,Female,3.384390263,4.679349584,Adult,4,Spring,2010,2010,0.775696827,Northeast
2845,4/21/2010,LOX,Lox_Marsh,Marsh,571623,2933135,42,107.3,27.5,Female,3.314186005,4.67562865,Adult,4,Spring,2010,2010,0.32070388,Northeast
2846,4/21/2010,LOX,Lox_Marsh,Marsh,571506,2932933,38,109,26,Male,3.258096538,4.691347882,Adult,4,Spring,2010,2010,-0.493431187,Northeast
2847,4/21/2010,LOX,Lox_Marsh,Marsh,571424,2931944,35,101,24.5,Female,3.198673118,4.615120517,Adult,4,Spring,2010,2010,0.883396389,Northeast
2849,4/26/2010,LOX,Lox_Marsh,Marsh,573304,2930320,45,138.2,44,Male,3.784189634,4.928701911,Adult,4,Spring,2010,2010,-2.136272034,Northeast
2850,4/26/2010,LOX,Lox_Marsh,Marsh,573229,2930059,30,83.6,14,Female,2.63905733,4.42604352,Subadult,4,Spring,2010,2010,1.10049378,Northeast
2851,4/26/2010,LOX,Lox_Marsh,Marsh,573183,2929474,44,103.9,24.5,Female,3.198673118,4.643428898,Adult,4,Spring,2010,2010,0.200845908,Northeast
2852,4/26/2010,LOX,Lox_Marsh,Marsh,573079,2929426,38,76.6,9.1,Male,2.208274414,4.338597077,Subadult,4,Spring,2010,2010,-0.133570153,Northeast
2853,4/26/2010,LOX,Lox_Marsh,Marsh,572885,2929342,44,81.7,11.5,Female,2.442347035,4.403054002,Subadult,4,Spring,2010,2010,0.128427664,Northeast
2854,4/26/2010,LOX,Lox_Marsh,Marsh,573300,2929076,45,115.9,26,Male,3.258096538,4.75272775,Adult,4,Spring,2010,2010,-1.974299757,Northeast
2855,4/26/2010,LOX,Lox_Marsh,Marsh,573811,2929322,47,107.7,23.5,Male,3.157000421,4.679349584,Adult,4,Spring,2010,2010,-0.988574437,Northeast
2856,4/26/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,535255,2900755,43.3,138.5,64.5,Male,4.166665224,4.930870326,Adult,4,Spring,2010,2010,0.781003145,Central
2857,4/26/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,535318,2900288,36.7,104.7,27.5,Female,3.314186005,4.651099118,Adult,4,Spring,2010,2010,0.912161618,Central
2858,4/26/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,536587,2898788,30.7,102.5,24.5,Male,3.198673118,4.629862799,Adult,4,Spring,2010,2010,0.527918343,Central
2859,4/26/2010,WCA3AN,WCA3A-TW_Marsh,Marsh,537516,2897526,48.6,118.5,48,Female,3.871201011,4.774912961,Adult,4,Spring,2010,2010,2.250035366,Central
2860,4/27/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,548482,2879496,95.7,77.2,9.4,Female,2.240709689,4.346399457,Subadult,4,Spring,2010,2010,-0.070029383,Central
2861,4/27/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,545901,2876686,87,73.3,8.2,Male,2.104134154,4.294560609,Subadult,4,Spring,2010,2010,0.120235438,Central
2862,4/27/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,543656,2876672,70.3,117,35.3,Female,3.563882964,4.762173935,Adult,4,Spring,2010,2010,0.17136114,Central
2863,4/27/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,545518,2878429,76.1,93.2,23,Female,3.135494216,4.534747722,Adult,4,Spring,2010,2010,2.332466201,Central
2864,4/27/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,540775,2876841,68.5,105.9,31,Female,3.433987204,4.662495253,Adult,4,Spring,2010,2010,1.567224314,Central
2865,4/27/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,544467,2878127,79.6,72.2,7.6,Male,2.028148247,4.279440046,Subadult,4,Spring,2010,2010,-0.104791488,Central
2866,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,531962,2877508,44.3,92.3,17,Female,2.833213344,4.525044142,Adult,4,Spring,2010,2010,0.219722443,Central
2867,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,531870,2877612,43.6,75.5,8,Female,2.079441542,4.324132656,Subadult,4,Spring,2010,2010,-0.784545855,Central
2868,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,531828,2878303,25,114.9,35.5,Female,3.569532696,4.744062185,Adult,4,Spring,2010,2010,0.651898642,Central
2869,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,533229,2876345,35.6,127.7,45,Male,3.80666249,4.849683763,Adult,4,Spring,2010,2010,-0.054932593,Central
2870,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,533592,2876032,41.4,80.6,11.4,Female,2.433613355,4.38949865,Subadult,4,Spring,2010,2010,0.387514905,Central
2871,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,533909,2876040,61.8,103.3,23,Female,3.135494216,4.637637376,Adult,4,Spring,2010,2010,-0.149664935,Central
2872,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,533933,2875733,56.2,110.8,31,Female,3.433987204,4.707726774,Adult,4,Spring,2010,2010,0.47629394,Central
2873,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,535132,2877450,45.1,122.5,36.5,Male,3.597312261,4.80811103,Adult,4,Spring,2010,2010,-0.676917859,Central
2874,4/28/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,536470,2877203,66.1,90.8,16,Female,2.772588722,4.508659286,Adult,4,Spring,2010,2010,0.144416216,Central
2875,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,553233,2867942,64.8,101.6,23,Male,3.135494216,4.621043535,Adult,4,Spring,2010,2010,0.250386461,Central
2876,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,550039,2864281,49.8,124.3,40,Male,3.688879454,4.822697999,Adult,4,Spring,2010,2010,-0.318139934,Central
2877,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549424,2863412,45.4,100.2,17,Male,2.833213344,4.607168189,Adult,4,Spring,2010,2010,-1.760841793,Central
2878,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549104,2862494,48.5,72,7.4,Male,2.00148,4.276666119,Subadult,4,Spring,2010,2010,-0.244854425,Central
2879,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549124,2862373,46.9,64,4.6,Male,1.526056303,4.158883083,Subadult,4,Spring,2010,2010,-1.094345558,Central
2880,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549278,2860108,47.8,88.3,14.8,Female,2.694627181,4.480740108,Adult,4,Spring,2010,2010,0.212692714,Central
2881,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549265,2859721,57.3,111,28.5,Male,3.349904087,4.709530201,Adult,4,Spring,2010,2010,-0.219528766,Central
2882,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549338,2856341,45.5,77.2,8.8,Female,2.174751721,4.346399457,Subadult,4,Spring,2010,2010,-0.581850622,Central
2883,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,548746,2855188,41.1,98,21,Female,3.044522438,4.584967479,Adult,4,Spring,2010,2010,0.414379734,Central
2884,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549933,2864301,47.1,86,13,Female,2.564949357,4.454347296,Subadult,4,Spring,2010,2010,-0.157062449,Central
2885,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549381,2862917,41.1,87.2,13.4,Female,2.595254707,4.468204331,Subadult,4,Spring,2010,2010,-0.256032407,Central
2886,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549350,2860263,54.5,92.3,15,Female,2.708050201,4.525044142,Adult,4,Spring,2010,2010,-0.751341963,Central
2887,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549398,2857858,49.4,81.7,11.2,Female,2.415913778,4.403054002,Subadult,4,Spring,2010,2010,-0.076662501,Central
2888,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549749,2855274,53,123.2,37.5,Male,3.624340933,4.813809051,Adult,4,Spring,2010,2010,-0.604586219,Central
2889,4/29/2010,WCA3B,WCA3B_Marsh,Marsh,549186,2854308,45.4,104,19.5,Male,2.970414466,4.644390899,Adult,4,Spring,2010,2010,-1.593665025,Central
2992,10/4/2010,WCA2,WCA2A_Marsh,Marsh,557678,2903546,74.7,98.5,18,Female,2.890371758,4.590056548,Adult,10,Fall,2010,2011,-0.904284658,Central
2993,10/4/2010,WCA2,WCA2A_Marsh,Marsh,556389,2902772,96.8,99.7,21,Female,3.044522438,4.602165677,Adult,10,Fall,2010,2011,-0.000247107,Central
2994,10/4/2010,WCA2,WCA2A_Marsh,Marsh,555944,2902999,79.5,106.8,23,Female,3.135494216,4.670957927,Adult,10,Fall,2010,2011,-0.953090062,Central
2995,10/4/2010,WCA2,WCA2A_Marsh,Marsh,555529,2902676,82.7,75.1,11.2,Female,2.415913778,4.318820559,Subadult,10,Fall,2010,2011,1.955517549,Central
2996,10/4/2010,WCA2,WCA2A_Marsh,Marsh,555288,2905916,70,69.8,6.4,Male,1.85629799,4.24563401,Subadult,10,Fall,2010,2011,-0.623222185,Central
2997,10/4/2010,WCA2,WCA2A_Marsh,Marsh,556997,2906052,81.8,104.7,25,Female,3.218875825,4.651099118,Adult,10,Fall,2010,2011,0.172659453,Central
2998,10/4/2010,WCA2,WCA2A_Marsh,Marsh,557573,2905828,66,95.7,17,Female,2.833213344,4.561218298,Adult,10,Fall,2010,2011,-0.652414511,Central
2999,10/4/2010,WCA2,WCA2A_Marsh,Marsh,557773,2905044,79,82.8,12,Female,2.48490665,4.416428061,Subadult,10,Fall,2010,2011,0.136171544,Central
3000,10/4/2010,WCA2,WCA2A_Marsh,Marsh,560238,2907527,70,95.9,16,Male,2.772588722,4.563305982,Adult,10,Fall,2010,2011,-1.173231421,Central
3001,10/4/2010,WCA2,WCA2A_Marsh,Marsh,560975,2907179,94.7,94.6,15.2,Female,2.721295428,4.549657476,Adult,10,Fall,2010,2011,-1.242157617,Central
3002,10/4/2010,WCA2,WCA2A_Marsh,Marsh,560939,2906927,69.4,86.4,13.2,Female,2.58021683,4.458987676,Adult,10,Fall,2010,2011,-0.150490268,Central
3003,10/4/2010,WCA2,WCA2A_Marsh,Marsh,561392,2906533,87.6,95.1,16,Male,2.772588722,4.55492897,Adult,10,Fall,2010,2011,-0.971188957,Central
3004,10/4/2010,WCA2,WCA2A_Marsh,Marsh,561080,2901490,87.5,101.3,20,Male,2.995732274,4.618086411,Adult,10,Fall,2010,2011,-0.762630131,Central
3005,10/4/2010,WCA2,WCA2A_Marsh,Marsh,560623,2902948,77,100.4,19.5,Male,2.970414466,4.609162207,Adult,10,Fall,2010,2011,-0.743889663,Central
3006,10/4/2010,WCA2,WCA2A_Marsh,Marsh,560065,2903859,87.3,109.6,25.5,Female,3.238678452,4.696837375,Adult,10,Fall,2010,2011,-0.776470476,Central
3007,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534287,2877223,49.6,81,10.6,Female,2.360854001,4.394449155,Subadult,10,Fall,2010,2011,-0.296392656,Central
3008,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534975,2877255,69.3,89.5,13.8,Female,2.624668592,4.494238625,Adult,10,Fall,2010,2011,-0.655527423,Central
3009,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534816,2877383,55.1,89.9,16.4,Female,2.797281335,4.498697941,Adult,10,Fall,2010,2011,0.576165618,Central
3010,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534686,2877658,67.1,101,16.5,Female,2.803360381,4.615120517,Adult,10,Fall,2010,2011,-2.184786405,Central
3011,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534575,2878117,70.9,118.8,39,Male,3.663561646,4.777441407,Adult,10,Fall,2010,2011,0.57664962,Central
3012,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534553,2878565,60.5,113.9,30,Female,3.401197382,4.73532087,Adult,10,Fall,2010,2011,-0.443400323,Central
3013,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,533358,2876464,52,93.2,16.8,Female,2.821378886,4.534747722,Adult,10,Fall,2010,2011,-0.106029509,Central
3014,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,533227,2876464,65.3,68.3,6.6,Female,1.887069649,4.223909767,Subadult,10,Fall,2010,2011,0.139581851,Central
3015,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,532568,2875866,58.8,94.2,15.8,Female,2.76000994,4.545420182,Adult,10,Fall,2010,2011,-0.839493426,Central
3016,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,531929,2874913,57.5,100.9,21,Female,3.044522438,4.614129927,Adult,10,Fall,2010,2011,-0.288687003,Central
3017,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,533641,2876012,56.1,106.7,26,Female,3.258096538,4.670021158,Adult,10,Fall,2010,2011,0.020748178,Central
3018,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534062,2875510,72.4,90.5,15,Female,2.708050201,4.505349851,Adult,10,Fall,2010,2011,-0.276491595,Central
3019,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534018,2875976,68.4,122.7,33.5,Male,3.511545439,4.809742352,Adult,10,Fall,2010,2011,-1.382014254,Central
3020,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534289,2876599,63.8,89.2,15.4,Female,2.734367509,4.49088104,Adult,10,Fall,2010,2011,0.276513473,Central
3021,10/4/2010,WCA3AS,WCA3A-HD_Marsh,Marsh,534165,2877367,64.8,90,15.2,Female,2.721295428,4.49980967,Adult,10,Fall,2010,2011,-0.040164731,Central
3022,10/4/2010,WCA3B,WCA3B_Marsh,Marsh,550977,2858146,68.5,115,24.5,Male,3.198673118,4.744932128,Adult,10,Fall,2010,2011,-2.247827882,Central
3023,10/5/2010,ENP,ENP-FC,Marsh,538521,2845664,52.2,95.2,15.4,Male,2.734367509,4.555979942,Adult,10,Fall,2010,2011,-1.293199446,Central
3024,10/5/2010,ENP,ENP-FC,Marsh,538681,2845300,43.8,123,39.5,Male,3.676300672,4.812184355,Adult,10,Fall,2010,2011,-0.162226191,Central
3025,10/5/2010,ENP,ENP-FC,Marsh,538714,2844585,54.3,145,66,Male,4.189654742,4.976733742,Adult,10,Fall,2010,2011,-0.146754999,Central
3026,10/5/2010,ENP,ENP-FC,Marsh,538143,2843367,49.3,93,16.8,Female,2.821378886,4.532599493,Adult,10,Fall,2010,2011,-0.054238849,Central
3027,10/5/2010,ENP,ENP-FC,Marsh,538026,2842880,44.3,99.3,21.5,Female,3.068052935,4.598145571,Adult,10,Fall,2010,2011,0.279218431,Central
3028,10/5/2010,ENP,ENP-FC,Marsh,535492,2839033,61.4,100.2,19.8,Female,2.985681938,4.607168189,Adult,10,Fall,2010,2011,-0.577347121,Central
3029,10/5/2010,ENP,ENP-FC,Marsh,533477,2839454,55.8,104.3,27.5,Female,3.314186005,4.647271362,Adult,10,Fall,2010,2011,1.004473926,Central
3030,10/5/2010,ENP,ENP-FC,Marsh,534734,2838679,57.6,82.6,10.6,Female,2.360854001,4.414009681,Subadult,10,Fall,2010,2011,-0.768060953,Central
3031,10/5/2010,ENP,ENP-FC,Marsh,533744,2836705,59.1,95.5,16.6,Female,2.809402695,4.559126247,Adult,10,Fall,2010,2011,-0.78672516,Central
3032,10/5/2010,ENP,ENP-FC,Marsh,537391,2842145,51.2,91.5,17.2,Female,2.844909384,4.516338972,Adult,10,Fall,2010,2011,0.520348101,Central
3033,10/5/2010,ENP,ENP-FC,Marsh,536582,2846428,74.4,123.2,38,Male,3.63758616,4.813809051,Adult,10,Fall,2010,2011,-0.501803992,Central
3034,10/5/2010,ENP,ENP-FC,Marsh,536232,2846927,43,88.2,11.5,Male,2.442347035,4.479606963,Subadult,10,Fall,2010,2011,-1.717866548,Central
3035,10/5/2010,ENP,ENP-FC,Marsh,536258,2846799,40.6,85.1,12,Female,2.48490665,4.443827036,Subadult,10,Fall,2010,2011,-0.524442414,Central
3036,10/5/2010,ENP,ENP-FC,Marsh,536168,2846458,73.7,129.4,49,Male,3.891820298,4.862908382,Adult,10,Fall,2010,2011,0.286966686,Central
3037,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,549626,2854736,56.8,79.8,8.2,Female,2.104134154,4.379523504,Subadult,10,Fall,2010,2011,-1.929320415,Central
3038,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,548616,2859638,54.6,83.5,11,Male,2.397895273,4.424846632,Subadult,10,Fall,2010,2011,-0.741942945,Central
3039,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,548765,2858330,60.5,97.6,16.6,Male,2.809402695,4.580877493,Adult,10,Fall,2010,2011,-1.311331248,Central
3040,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,547510,2856057,61.3,108.2,19.8,Male,2.985681938,4.683981366,Adult,10,Fall,2010,2011,-2.43104118,Central
3041,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,547751,2855095,63.8,88.8,12.8,Female,2.549445171,4.48638665,Subadult,10,Fall,2010,2011,-1.049930966,Central
3042,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,548286,2854781,62.1,116.2,27,Male,3.295836866,4.755312844,Adult,10,Fall,2010,2011,-1.743520192,Central
3043,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,548332,2854899,59,95.2,16.2,Female,2.785011242,4.555979942,Adult,10,Fall,2010,2011,-0.90012993,Central
3044,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,548697,2859120,56,70.7,6,Male,1.791759469,4.258445573,Subadult,10,Fall,2010,2011,-1.433397771,Central
3045,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,548568,2858741,55,97,16.5,Female,2.803360381,4.574710979,Adult,10,Fall,2010,2011,-1.209481797,Central
3046,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,547720,2859021,49,100.9,20,Female,2.995732274,4.614129927,Adult,10,Fall,2010,2011,-0.667227262,Central
3047,10/5/2010,WCA3B,WCA3B_Marsh,Marsh,547720,2859021,49,106.7,24,Male,3.17805383,4.670021158,Adult,10,Fall,2010,2011,-0.600247082,Central
